,filename,word_lengths,pause_lengths
0,0,"[0.17, 0.23, 0.16, 0.06, 0.32, 0.12, 0.48, 0.15, 0.27, 0.99, 0.17, 0.69, 0.16, 0.59, 0.15, 0.15, 0.59, 0.16, 0.21, 0.26, 0.13, 0.1, 0.47, 0.62, 0.42, 0.16, 0.33, 0.11, 0.13, 0.21, 0.11, 0.27, 0.1, 0.27, 0.12, 0.66, 0.13, 0.18, 0.09, 0.3, 0.23, 0.11, 0.48, 0.15, 0.08, 0.4, 0.47, 0.25, 0.26, 0.1, 0.38, 0.14, 0.33, 0.17, 0.34, 0.14, 0.53, 'NA', 'NA', 'NA', 0.11, 0.31, 0.46, 0.41, 0.15, 0.19, 0.12, 0.71, 0.65, 0.2, 0.36, 0.16, 0.54, 0.18, 0.48, 0.14, 0.12, 0.28, 0.11, 0.37, 0.46, 1.05, 0.14, 0.42, 0.12, 0.5, 0.18, 0.78, 0.18, 0.08, 0.42, 0.52, 0.17, 0.8, 0.18, 0.18, 0.16, 0.37, 0.15, 0.49, 0.15, 0.16, 0.32, 0.13, 0.28, 0.1, 0.28, 0.12, 0.63, 0.16, 0.17, 0.3, 0.07, 0.23, 0.51, 0.17, 0.48, 0.68, 0.45, 0.19, 0.2, 0.06, 0.48, 0.15, 0.28, 0.39, 0.14, 0.12, 0.39, 0.42, 0.19, 0.22, 0.14, 0.41, 0.12, 0.09, 0.47, 0.5, 0.26, 0.07, 0.58, 0.14, 0.29, 0.15, 0.27, 0.23, 0.17, 0.29, 0.07, 0.22, 0.58, 0.2, 0.43, 0.38]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8799999999999999, 0.0, 0.0, 0.08000000000000007, 0.0, 0.08000000000000007, 0.0, 0.15000000000000036, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8499999999999996, 0.120000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.0, 0.9000000000000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05000000000000071, 0.0, 0.0, 0.0, 0.010000000000001563, 0.0, 0.0, 0.0, 0.8599999999999994, 0.0, 0.0, 0.0, 0.0, 0.0, 'NA', 'NA', 'NA', 'NA', 0.0, 0.010000000000001563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05999999999999872, 0.10999999999999943, 0.0, 0.0, 0.0, 0.9000000000000021, 0.0, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 0.16000000000000014, 0.0, 0.0, 0.0, 0.019999999999999574, 0.0, 0.17999999999999972, 0.0, 0.0, 0.010000000000001563, 0.03999999999999915, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14000000000000057, 0.010000000000005116, 0.020000000000003126, 0.0, 0.010000000000005116, 0.0, 0.0, 0.0, 0.0, 0.1600000000000037, 0.0, 0.0, 0.0, 0.0, 0.00999999999999801, 0.010000000000005116, 0.0, 0.00999999999999801, 0.9100000000000037, 0.030000000000001137, 0.21000000000000085, 0.0, 0.0, 0.030000000000001137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05999999999999517, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.0, 0.8699999999999974, 0.01999999999999602, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.02999999999999403]"
0,1,"[0.19, 0.31, 0.2, 0.39, 0.15, 0.71, 0.16, 0.14, 0.4, 0.21, 0.4, 0.13, 0.59, 0.21, 0.07, 0.26, 0.48, 0.12, 0.12, 0.36, 0.15, 0.69, 0.17, 0.13, 0.38, 0.18, 0.55, 0.14, 0.12, 0.44, 0.22, 0.12, 0.07, 0.73, 0.41, 0.16, 0.22, 0.35, 0.09, 0.18, 0.39, 0.19, 0.55, 0.19, 0.32, 0.38, 0.09, 0.14, 0.66, 0.59, 0.2, 0.14, 0.07, 0.34, 0.54, 0.17, 0.1, 0.56, 0.34, 0.17, 0.46, 0.18, 0.14, 0.24, 0.17, 0.42, 0.14, 0.18, 0.93, 0.18, 0.17, 0.15, 0.43, 0.15, 0.21, 0.7, 0.17, 0.16, 0.28, 0.16, 0.14, 0.12, 0.5, 0.14, 0.29, 0.47, 0.18, 0.09, 0.48, 0.14, 0.77, 0.21, 0.3, 0.17, 0.29, 0.12, 0.59, 0.45, 0.3, 0.28, 0.19, 0.28, 0.18, 0.2, 0.12, 0.09, 0.34, 0.06, 0.54]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.17000000000000037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8799999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04999999999999982, 0.0, 0.0, 0.0, 0.0, 0.040000000000000924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9299999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019999999999999574, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8999999999999986, 0.0400000000000027, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.04999999999999716, 0.030000000000001137, 0.0, 0.8800000000000026, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.060000000000002274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05999999999999872, 0.0, 0.0, 0.030000000000001137, 0.0, 0.0, 0.08999999999999986, 0.0, 0.9000000000000021, 0.0, 0.14000000000000057, 0.0, 0.0, 0.0, 0.8799999999999955, 0.0, 0.060000000000002274, 0.00999999999999801, 0.0, 0.0800000000000054, 0.0, 0.0, 0.0, 0.0, 0.0899999999999963, 0.0]"
0,2,"[0.15, 0.34, 0.61, 0.44, 0.08, 0.16, 0.11, 0.25, 0.11, 0.13, 0.25, 0.09, 0.33, 0.12, 0.23, 0.57, 0.18, 0.16, 0.3, 0.38, 0.15, 0.38, 0.18, 0.7, 0.13, 0.14, 0.56, 0.14, 0.14, 0.45, 0.13, 0.38, 0.16, 0.45, 0.14, 0.61, 0.15, 0.12, 0.3, 0.12, 0.65, 0.35, 0.28, 0.11, 0.15, 0.18, 0.65, 0.18, 0.54, 0.18, 0.11, 0.1, 0.48, 0.37, 0.5, 0.18, 0.56, 0.28, 0.49, 0.22, 0.1, 0.34, 0.14, 0.3, 0.48, 0.19, 0.14, 0.11, 0.11, 0.68, 0.14, 0.25, 0.15, 0.17, 0.79, 0.17, 0.14, 0.22, 0.1, 0.28, 0.15, 0.52, 0.18, 0.24, 0.16, 0.41, 0.56, 0.17, 0.16, 0.28, 0.12, 0.12, 0.49, 0.16, 0.43, 0.87, 0.18, 0.23, 0.12, 0.14, 0.24, 0.12, 0.2, 0.7, 0.12, 0.28, 0.59, 0.45, 0.15, 0.32, 0.23, 0.14, 0.15, 0.09, 0.5, 0.15, 0.27, 0.45, 0.17, 0.25, 0.78, 0.15, 0.16, 0.21, 0.5, 0.16, 0.63, 0.28, 0.2, 0.17, 0.14, 0.53, 0.16, 0.16, 0.16, 0.42, 0.1, 0.7, 0.17, 0.1, 0.34, 0.46, 0.18, 0.42, 0.66, 0.18, 0.19, 0.14, 0.34, 0.08, 0.29, 0.32, 0.18, 0.26, 0.11, 0.66, 0.18, 0.17, 0.08, 0.37, 0.12, 0.19, 0.12, 0.34, 0.09, 0.68, 0.29, 0.16, 0.58]","[0.0, 0.010000000000000009, 0.8699999999999999, 0.040000000000000036, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8899999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03000000000000025, 0.0, 0.019999999999999574, 0.0, 0.0, 0.1899999999999995, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.019999999999999574, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.0, 0.0, 0.9199999999999999, 0.0, 0.0, 0.0, 0.019999999999999574, 0.0, 0.05999999999999872, 0.0, 0.05999999999999872, 0.0, 0.0, 0.0, 0.05000000000000071, 0.0, 0.0, 0.0, 0.9100000000000001, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05999999999999872, 0.0, 0.0, 0.0, 0.0, 0.05999999999999872, 0.0, 0.0, 0.0, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05000000000000071, 0.0, 0.0, 0.0, 0.010000000000001563, 0.8999999999999986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0400000000000027, 0.0, 0.0, 0.060000000000002274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8800000000000026, 0.0, 0.00999999999999801, 0.0, 0.00999999999999801, 0.03999999999999915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04999999999999716, 0.0, 0.0, 0.02999999999999403, 0.00999999999999801, 0.0, 0.9200000000000017, 0.0, 0.03999999999999915, 0.0, 0.03999999999999915, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 0.0, 0.9100000000000037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05000000000000426, 0.0, 0.0, 0.00999999999999801, 0.0, 0.0, 0.00999999999999801, 0.9200000000000017, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 0.0, 0.01999999999999602, 0.0, 0.0, 0.0, 0.8800000000000026, 0.0, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8999999999999986, 0.0, 0.0]"
0,3,"[0.14, 0.36, 0.61, 0.33, 0.16, 0.2, 0.12, 0.24, 0.23, 0.11, 0.48, 0.15, 0.44, 0.39, 0.13, 0.1, 0.26, 0.59, 0.19, 0.17, 0.16, 0.2, 0.41, 0.19, 0.14, 0.22, 0.1, 0.37, 0.17, 0.78, 0.16, 0.12, 0.13, 0.13, 0.25, 0.1, 0.28, 0.4, 0.14, 0.12, 0.4, 0.61, 0.17, 0.09, 0.36, 0.13, 0.18, 0.24, 0.55, 0.2, 0.16, 0.23, 0.13, 0.09, 0.34, 0.49, 0.17, 0.13, 0.21, 0.12, 0.27, 0.11, 0.57, 0.31, 0.2, 0.14, 0.42, 0.1, 0.1, 0.31, 0.54, 0.23, 0.11, 0.3, 0.11, 0.08, 0.69, 0.15, 0.32, 0.11, 0.45, 0.28, 0.47, 0.17, 0.13, 0.28, 0.11, 0.06, 0.32, 0.27, 0.62, 0.15, 0.18, 0.28, 0.4, 0.19, 0.36, 0.16, 0.15, 0.6, 0.3, 0.13, 0.38, 0.22, 0.12, 0.37, 0.07, 0.45, 0.21, 0.23, 0.17, 0.48, 0.15, 0.13, 0.24, 0.11, 0.09, 0.29, 0.13, 0.5, 0.15, 0.46, 0.1, 0.55, 0.42, 0.24, 0.1, 0.09, 0.28, 0.54, 0.22, 0.31, 0.19, 0.16, 0.15, 0.21, 0.51, 0.19, 0.52, 0.14, 0.14, 0.57, 0.19, 0.13, 0.23, 0.11, 0.23, 0.1, 0.13, 0.57, 0.16, 0.53, 0.09, 0.52, 0.17, 0.18, 0.27, 0.4, 0.19, 0.3, 0.11, 0.09, 0.6, 0.22, 0.35, 0.13, 0.1, 0.13, 0.21, 0.71, 0.66, 0.19, 0.44, 0.09, 0.15, 0.52, 0.48, 0.13, 0.3, 0.2, 0.09, 0.28, 0.37, 0.37, 0.62, 0.19, 0.65, 0.22, 0.06, 0.48, 0.16, 0.53, 0.11, 0.26, 0.28, 0.14, 0.51, 0.32, 0.27, 0.1, 0.12, 0.32, 0.53, 0.19, 0.21, 0.43, 0.11, 0.1, 0.3, 0.11, 0.06, 0.61]","[0.0, 0.010000000000000009, 0.8899999999999999, 0.0, 0.0, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.009999999999999787, 0.9099999999999993, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16999999999999993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.870000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040000000000000924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1700000000000017, 0.0, 0.0, 0.0, 0.010000000000001563, 0.00999999999999801, 0.0, 0.0, 0.8599999999999994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010000000000001563, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.019999999999999574, 0.09999999999999787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.129999999999999, 0.0, 0.0, 0.010000000000001563, 0.019999999999999574, 0.0, 0.010000000000001563, 0.0, 0.0, 0.8699999999999974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.0, 0.19000000000000483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.04999999999999716, 0.010000000000005116, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.010000000000005116, 0.04999999999999716, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.0, 0.010000000000005116, 0.0, 0.02999999999999403, 0.0, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.00999999999999801, 0.060000000000002274, 0.0, 0.0, 0.030000000000001137, 0.0, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.00999999999999801, 0.020000000000003126, 0.0, 0.0, 0.0, 0.0, 0.8800000000000026, 0.0, 0.0, 0.010000000000005116, 0.0, 0.0, 0.0, 0.03999999999999915, 0.07000000000000028, 0.0, 0.0, 0.0, 0.04999999999999716, 0.9399999999999977, 0.05999999999999517, 0.0, 0.010000000000005116, 0.0, 0.04999999999999716, 0.0, 0.0, 0.01999999999999602, 0.00999999999999801, 0.0, 0.14000000000000057, 0.0, 0.0, 0.02999999999999403, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.0, 0.9100000000000037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04999999999999716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,4,"[0.17, 0.17, 0.11, 0.06, 0.25, 0.11, 0.44, 0.58, 0.12, 0.27, 0.33, 0.22, 0.18, 0.59, 0.6, 0.16, 0.11, 0.27, 0.23, 0.14, 0.42, 0.19, 0.18, 0.17, 0.3, 0.74, 0.2, 0.77, 0.11, 0.2, 0.18, 0.41, 0.49, 0.21, 0.82, 0.16, 0.12, 0.49, 0.13, 0.24, 0.21, 0.1, 0.08, 0.49, 0.16, 0.25, 0.37, 0.17, 0.9, 0.17, 0.23, 0.28, 0.16, 0.14, 0.74, 0.16, 0.24, 0.31, 0.15, 0.3, 0.11, 0.07, 0.51, 0.42, 0.72, 0.17, 0.33, 0.19, 0.22, 0.34, 0.11, 0.46, 0.3, 0.16, 0.26, 0.29, 0.17, 0.28, 0.13, 0.19, 0.55, 0.18, 0.71, 0.13, 0.14, 0.36, 0.11, 0.29, 0.4, 0.16, 0.24, 0.14, 0.48, 0.18, 0.65, 0.37, 0.15, 0.13, 0.61, 0.16, 0.11, 0.16, 0.28, 0.16, 0.58, 0.61, 0.16, 0.52, 0.56, 0.18, 0.17, 0.29, 0.05, 0.3, 0.43, 0.14, 0.68, 0.17, 0.07, 0.27, 0.33, 0.36]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8900000000000001, 0.0, 0.0, 0.0, 0.020000000000000018, 0.0, 0.0, 0.16999999999999993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019999999999999574, 0.0, 0.0, 0.0, 0.8700000000000001, 0.009999999999999787, 0.0, 0.02999999999999936, 0.0, 0.0, 0.0, 0.05000000000000071, 0.0600000000000005, 0.0, 0.10999999999999943, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.870000000000001, 0.0, 0.0, 0.0, 0.0, 0.05999999999999872, 0.0, 0.0, 0.030000000000001137, 0.0, 0.0, 0.8900000000000006, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.11000000000000298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029999999999997584, 0.0, 0.1700000000000017, 0.010000000000001563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020000000000003126, 0.0, 0.8800000000000026, 0.0, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8699999999999974, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0]"
0,5,"[0.19, 0.32, 0.23, 0.13, 0.58, 0.18, 0.06, 0.88, 0.41, 0.22, 0.4, 0.21, 0.28, 0.26, 0.13, 0.81, 0.2, 0.51, 0.29, 0.05, 0.3, 0.16, 0.31, 0.29, 0.2, 0.06, 0.49, 0.18, 0.07, 0.62, 0.35, 0.13, 0.47, 0.34, 0.14, 0.71, 0.19, 0.14, 0.41, 0.11, 0.12, 0.38, 0.32, 0.15, 0.1, 0.86, 0.17, 0.14, 0.33, 0.21, 0.65, 0.65, 0.2, 0.76, 0.18, 0.16, 0.19, 0.12, 0.88, 0.17, 0.07, 0.28, 0.15, 0.59, 0.17, 0.21, 0.17, 0.53, 0.13, 0.23, 0.15, 0.56, 0.19, 0.26, 0.13, 0.16, 0.91, 0.52, 0.29, 0.06, 0.51, 0.19, 0.06, 0.75, 0.52, 0.11, 0.1, 0.51, 0.29, 0.2, 0.1, 0.83, 0.15, 0.12, 0.21, 0.15, 0.42, 0.14, 0.54]","[0.0, 0.010000000000000009, 0.0, 0.0, 0.020000000000000018, 0.0, 0.0, 0.13999999999999968, 0.0, 0.029999999999999805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8599999999999994, 0.0, 0.020000000000000462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08000000000000007, 0.0, 0.0, 0.8999999999999986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10000000000000142, 0.0, 0.0, 0.8699999999999992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010000000000001563, 0.0, 0.0, 0.0, 0.10000000000000142, 0.0, 0.0, 0.0, 0.0, 0.0799999999999983, 0.030000000000001137, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.029999999999997584, 0.0, 0.0, 0.0, 0.0, 0.120000000000001, 0.0, 0.0, 0.0, 0.060000000000002274, 0.0, 0.0, 0.0, 0.04999999999999716, 0.0, 0.0, 0.03999999999999915, 0.0, 0.9299999999999997, 0.019999999999999574, 0.0, 0.0, 0.05000000000000071, 0.0, 0.0, 0.9200000000000017, 0.0, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.12000000000000455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,6,"[0.12, 0.47, 0.44, 0.18, 0.12, 0.13, 0.46, 0.12, 0.25, 0.05, 0.54, 0.41, 0.29, 0.18, 0.43, 0.5, 0.21, 0.35, 0.22, 0.28, 0.12, 0.3, 0.8, 0.16, 0.12, 0.13, 0.14, 0.28, 0.09, 0.21, 0.27, 0.14, 0.76, 0.21, 0.31, 0.51, 0.13, 0.4, 0.2, 0.37, 0.24, 0.12, 0.61, 0.18, 0.64, 0.18, 0.13, 0.19, 0.42, 0.16, 0.19, 0.08, 0.21, 0.25, 0.16, 0.49, 0.96, 0.2, 0.27, 0.43, 0.32, 0.36, 0.21, 0.17, 0.36, 0.16, 0.59, 0.17, 0.25, 0.2, 0.37, 0.06, 0.32, 0.17, 0.56, 0.35, 0.04, 0.43, 0.2, 0.57, 0.51, 0.18, 0.13, 0.15, 0.37, 0.13, 0.46, 0.18, 0.35, 0.06, 0.22, 0.49, 0.14, 0.29, 0.58, 0.16, 0.32, 0.37, 0.63, 0.14, 0.17, 0.05, 0.22, 0.42, 0.41, 0.07, 0.25, 0.38, 0.03, 0.5, 0.12, 0.21, 0.22, 0.1, 0.62, 0.17, 0.07, 0.19, 0.36, 0.15, 0.25, 0.13, 0.48, 0.31, 0.35, 0.13, 0.15, 0.26, 0.12, 0.28, 0.4, 0.06, 0.08, 0.21, 0.11, 0.22, 0.48, 0.15, 0.15, 0.1, 0.34, 0.11, 0.36, 0.26, 0.29, 0.2, 0.13, 0.2, 0.26, 0.13, 0.74, 0.18, 0.15, 0.13, 0.21, 0.6, 0.2, 0.64, 0.2, 0.24, 0.06, 0.19, 0.43, 0.29, 0.44, 0.15, 0.19, 0.26, 0.12, 0.67, 0.21, 0.4, 0.29]","[0.0, 0.0, 0.040000000000000036, 0.0, 0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.040000000000000036, 0.0, 0.009999999999999787, 0.0, 0.0, 0.8900000000000006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16000000000000014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8800000000000008, 0.009999999999999787, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019999999999999574, 0.0, 0.030000000000001137, 0.0, 0.0, 0.009999999999999787, 0.870000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05000000000000071, 0.07000000000000028, 0.0, 0.0, 0.8900000000000006, 0.0, 0.03999999999999915, 0.0, 0.0, 0.010000000000001563, 0.0, 0.870000000000001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.019999999999999574, 0.0, 0.07000000000000028, 0.0, 0.0, 0.010000000000001563, 0.0, 0.0, 0.8800000000000026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03999999999999915, 0.0, 0.0, 0.0, 0.0, 0.04999999999999716, 0.0, 0.0, 0.17999999999999972, 0.0, 0.0, 0.0, 0.05999999999999517, 0.0, 0.0, 0.0, 0.0, 0.8600000000000065, 0.060000000000002274, 0.0, 0.0, 0.3300000000000054, 0.0, 0.010000000000005116, 0.0, 0.0, 0.060000000000002274, 0.0, 0.04999999999999716, 0.0, 0.0, 0.0, 0.010000000000005116, 0.0, 0.0, 0.0, 0.8599999999999994, 0.0, 0.01999999999999602, 0.0, 0.00999999999999801, 0.0, 0.0, 0.0, 1.1199999999999974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8500000000000014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07000000000000028, 0.0, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.8999999999999986, 0.0, 0.0, 0.0, 0.0, 0.00999999999999801, 0.0, 0.060000000000002274, 0.0, 0.0, 0.0, 0.0, 0.8799999999999955, 0.0, 0.0]"
