,filename,discrete_pauses,actual_pauses
0,382,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'weak', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.10000000000000009, 0.8600000000000003, 0.17999999999999972, 0.8900000000000006, 0.11999999999999922, 0.8900000000000006, 0.120000000000001, 0.030000000000001137, 0.0799999999999983, 0.8900000000000006, 0.16000000000000014, 0.9099999999999966, 0.05000000000000426, 0.8700000000000045, 0.13000000000000256, 0.8700000000000045, 0.8599999999999994, 0.8900000000000006, 0.1600000000000037, 0.0799999999999983]"
0,383,"['strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.0900000000000003, 0.8599999999999994, 0.040000000000000036, 0.08999999999999986, 0.879999999999999, 0.9100000000000001, 0.8900000000000006, 0.870000000000001, 0.11000000000000298, 0.9100000000000001, 0.05000000000000071]"
0,384,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong']","[0.8800000000000003, 0.8899999999999988, 0.09999999999999964, 0.8600000000000012, 0.11000000000000298, 0.08999999999999986, 0.870000000000001, 0.19000000000000128, 0.16000000000000014, 0.889999999999997, 0.13999999999999346, 0.8700000000000045, 0.0546031746031746, 0.14999999999999858]"
0,385,"['x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'x-weak']","[0.9000000000000004, 0.10999999999999943, 0.16999999999999993, 0.8800000000000008, 0.11000000000000121, 0.9000000000000004, 0.060000000000002274, 0.07000000000000028, 1.0300000000000011, 0.8999999999999986, 0.120000000000001, 0.8700000000000045, 0.01999999999999602]"
0,386,"['strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-weak', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.8699999999999997, 0.05999999999999961, 0.09000000000000075, 0.8500000000000014, 0.879999999999999, 0.1700000000000017, 0.8999999999999986, 0.9299999999999997, 0.05000000000000071, 0.889999999999997, 0.9299999999999997, 0.8799999999999955, 0.8900000000000006, 0.04000000000000625, 0.0799999999999983, 0.0, 0.9099999999999966, 0.0799999999999983, 0.10000000000000142, 0.8800000000000026, 0.8900000000000006, 0.21999999999999886, 0.8699999999999974, 0.8800000000000097, 0.9399999999999977, 0.10999999999999943]"
0,387,"['x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'weak', 'strong', 'strong', 'x-strong']","[0.8800000000000001, 0.8700000000000001, 0.15000000000000036, 0.9000000000000004, 0.8900000000000006, 0.16999999999999815, 0.9100000000000001, 0.14000000000000057, 0.10999999999999943, 0.8999999999999986, 0.8800000000000026, 0.9399999999999977, 0.03999999999999915, 0.13000000000000256, 0.8500000000000014, 0.8799999999999955]"
0,388,"['x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'weak', 'strong', 'strong']","[0.8799999999999999, 0.15000000000000036, 0.8399999999999999, 0.870000000000001, 0.14000000000000057, 0.9000000000000004, 0.05000000000000071, 0.870000000000001, 0.19000000000000128, 0.870000000000001, 0.8999999999999986, 0.9100000000000037, 0.061467889908256905, 0.10000000000000142, 0.8799999999999955, 0.8800000000000026, 0.9200000000000017, 0.07000000000000028, 0.8699999999999974, 0.09000000000000341, 0.8599999999999994, 0.030000000000001137, 0.0899999999999892, 0.18999999999999773]"
0,389,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.8700000000000001, 0.08000000000000007, 0.07000000000000028, 0.08000000000000007, 0.8499999999999996, 0.879999999999999, 0.16000000000000014, 0.8900000000000006, 0.120000000000001, 0.8900000000000006, 0.1700000000000017]"
0,390,"['strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong']","[0.1200000000000001, 0.9000000000000004, 0.9100000000000001, 0.870000000000001, 0.879999999999999, 0.8999999999999986, 0.09999999999999787, 0.8700000000000045, 0.8900000000000006, 0.10000000000000142, 0.09000000000000341, 0.1699999999999946, 0.8999999999999986, 0.04999999999999716, 0.09000000000000341, 0.8900000000000006]"
0,391,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.8800000000000003, 0.8900000000000006, 0.1999999999999993, 0.879999999999999, 0.14000000000000057, 0.8699999999999974, 0.8999999999999986, 0.129999999999999]"
0,392,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'medium-p', 'x-strong']","[0.17999999999999972, 0.8799999999999999, 0.8699999999999992, 0.129999999999999, 0.9100000000000001, 0.8999999999999986, 0.060000000000002274, 0.04999999999999716, 0.120000000000001, 0.9100000000000001, 0.10999999999999943, 0.060000000000002274, 0.8699999999999974, 0.8700000000000045, 0.8900000000000006, 0.20000000000000284, 0.8800000000000026, 0.14000000000000057, 0.8999999999999986, 0.060000000000002274, 0.8900000000000006, 0.14999999999999858, 0.0800000000000054, 0.9100000000000108]"
0,393,"['x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.8500000000000001, 0.0600000000000005, 0.1299999999999999, 0.8800000000000008, 0.8699999999999992, 0.889999999999997, 0.8499999999999979, 0.879999999999999, 0.9099999999999966]"
0,394,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.18999999999999995, 0.8899999999999997, 0.3600000000000003, 0.8499999999999996, 0.13000000000000078, 0.870000000000001, 0.9000000000000021, 0.870000000000001, 0.870000000000001, 0.10999999999999943, 0.9099999999999966, 0.8900000000000006, 0.8599999999999994, 0.1600000000000037, 0.9100000000000037, 0.07000000000000028, 0.8999999999999986]"
0,395,"['strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.09000000000000008, 0.9000000000000004, 0.8599999999999994, 0.08000000000000185, 0.120000000000001, 0.21000000000000085, 0.8900000000000006, 0.10999999999999943, 0.9299999999999997]"
0,396,"['x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'medium-p', 'weak', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'weak', 'x-strong', 'strong', 'strong', 'x-strong', 'weak', 'weak', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'strong', 'strong', 'strong']","[0.8900000000000001, 0.13000000000000078, 0.10000000000000053, 0.8399999999999999, 0.9000000000000004, 0.0600000000000005, 0.10000000000000142, 0.8900000000000006, 0.08999999999999986, 0.08999999999999986, 0.05999999999999872, 0.8599999999999994, 0.10999999999999943, 0.129999999999999, 0.8800000000000026, 0.8900000000000006, 0.14999999999999858, 0.13000000000000256, 0.8800000000000026, 0.1600000000000037, 0.11999999999999744, 0.9000000000000057, 0.04999999999999716, 0.8799999999999955, 0.14000000000000057, 0.14000000000000767, 0.8900000000000006, 0.04999999999999716, 0.04000000000000625, 0.8799999999999955, 0.06999999999999318, 0.09999999999999432, 0.8900000000000006, 0.12999999999999545, 0.1599999999999966, 0.14000000000000057]"
0,397,"['strong', 'strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'strong']","[0.8700000000000001, 0.8499999999999996, 0.09000000000000163, 0.9199999999999999, 0.8699999999999992, 0.8900000000000006, 0.8900000000000006, 0.120000000000001, 0.9000000000000021, 0.8999999999999986, 0.8900000000000006, 0.0799999999999983, 0.0799999999999983, 0.9100000000000037, 0.8799999999999955]"
0,398,"['strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong']","[0.8800000000000001, 0.8599999999999994, 0.8999999999999986, 0.08999999999999986, 0.13000000000000078, 0.9000000000000004, 0.08000000000000185, 0.129999999999999, 0.8900000000000006, 0.9000000000000021, 0.08999999999999986, 0.08999999999999986, 0.870000000000001, 0.8699999999999974, 0.8800000000000026, 0.8599999999999994, 0.9100000000000037, 0.0899999999999963, 0.0799999999999983, 0.9099999999999966, 0.9000000000000057]"
0,399,"['x-strong', 'weak', 'medium-p', 'x-strong', 'x-strong', 'weak', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8800000000000001, 0.029999999999999805, 0.0600000000000005, 0.8799999999999999, 0.8899999999999988, 0.02999999999999936, 0.889999999999997, 0.14000000000000057, 0.879999999999999, 0.9100000000000001, 0.08999999999999986, 0.08999999999999986, 0.8599999999999994, 0.060000000000002274, 0.060000000000002274, 0.14999999999999858, 0.8800000000000026, 0.04999999999999716, 0.8900000000000006, 0.8699999999999974, 0.8799999999999955, 0.07434782608695639, 0.8599999999999994]"
0,400,"['x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'weak', 'strong', 'x-strong', 'x-strong']","[0.8800000000000001, 0.8800000000000008, 0.11000000000000032, 0.8699999999999992, 0.13000000000000078, 0.870000000000001, 0.129999999999999, 0.16000000000000014, 0.8800000000000026, 0.9000000000000057, 0.8800000000000026, 0.8700000000000045, 0.8700000000000045, 0.9200000000000017, 0.030000000000001137, 0.8599999999999994, 0.8999999999999986, 0.8900000000000006]"
0,401,"['x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong']","[0.8699999999999999, 0.06000000000000005, 0.8799999999999999, 1.1100000000000012, 0.03999999999999915, 0.08999999999999986, 0.8599999999999994, 0.870000000000001, 1.129999999999999, 1.1100000000000065, 1.1000000000000014, 0.8999999999999986, 1.0900000000000034, 1.1400000000000006, 0.8699999999999974, 0.8900000000000006, 0.09000000000000341, 0.8500000000000085, 0.11999999999999034, 0.09000000000000341, 0.9200000000000017]"
0,402,"['medium-p', 'x-strong', 'medium-p', 'medium-p', 'strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-weak', 'x-strong', 'strong', 'strong']","[0.06000000000000005, 0.8999999999999995, 0.040000000000000036, 0.04999999999999982, 0.8500000000000014, 0.05000000000000071, 0.870000000000001, 0.08000000000000007, 0.08000000000000185, 0.9299999999999997, 0.8999999999999986, 0.8999999999999986, 0.9100000000000001, 0.05999999999999517, 0.060000000000002274, 0.9200000000000017, 0.9200000000000017, 0.060000000000002274, 0.8900000000000006, 0.8699999999999974, 0.9299999999999997, 0.03999999999999915, 0.9000000000000057, 0.03999999999999915, 0.00999999999999801, 0.8900000000000006, 0.8599999999999994, 0.09000000000000341]"
0,403,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.09000000000000008, 0.8900000000000006, 0.15000000000000036, 0.8899999999999988, 0.8900000000000006, 0.09999999999999787, 0.9100000000000001, 0.9200000000000017, 0.08999999999999986, 0.17999999999999972, 0.8599999999999994, 0.8999999999999986, 0.8700000000000045, 0.14999999999999858, 0.8699999999999974, 0.0799999999999983, 0.8500000000000014, 0.18999999999999773, 0.8499999999999943, 0.9300000000000068, 0.09000000000000341, 0.8900000000000006, 0.8700000000000045, 0.12999999999999545, 0.8900000000000006]"
0,404,"['strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.16999999999999993, 0.8899999999999997, 0.8699999999999992, 0.17999999999999972, 0.9100000000000001, 0.16999999999999815, 0.870000000000001, 0.11999999999999744, 0.9000000000000057, 0.10999999999999943, 0.8900000000000006, 0.8900000000000006, 0.8999999999999986, 0.1599999999999966, 0.8900000000000006]"
0,405,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'weak', 'x-strong']","[0.16000000000000014, 0.8799999999999999, 0.8399999999999999, 0.879999999999999, 0.879999999999999, 0.8599999999999994, 0.8399999999999999, 0.8800000000000026, 0.06999999999999673, 0.870000000000001, 0.8799999999999955, 0.8699999999999974, 0.8699999999999974, 0.05999999999999517, 0.8699999999999974, 0.9300000000000068, 0.8800000000000026, 0.8699999999999974, 0.04999999999999716, 0.14999999999999858, 0.8900000000000006, 0.060000000000002274, 0.8699999999999903, 0.05000000000001137, 0.13000000000000966, 0.9099999999999966, 0.9000000000000057, 0.8699999999999903, 0.030000000000001137, 0.9000000000000057]"
0,406,"['strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.09999999999999964, 0.8999999999999995, 0.17999999999999972, 0.8899999999999988, 0.16000000000000014, 0.9100000000000001, 0.16000000000000014, 0.870000000000001, 0.8999999999999986, 0.0899999999999963, 0.8700000000000045, 0.14999999999999858, 0.8799999999999955, 0.13000000000000256, 0.8599999999999994]"
0,407,"['x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong']","[0.9100000000000001, 0.0600000000000005, 0.11999999999999922, 0.8399999999999999, 0.129999999999999, 0.8900000000000006, 0.8699999999999974, 0.870000000000001, 0.8799999999999955, 0.8900000000000006, 0.8599999999999994, 0.8599999999999994, 0.09000000000000341, 0.9199999999999946]"
0,408,"['strong', 'medium-p', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8499999999999996, 0.05999999999999961, 0.04999999999999982, 0.0699999999999994, 0.10999999999999943, 0.879999999999999, 0.20999999999999908, 0.8900000000000006, 0.8599999999999994, 0.14000000000000057, 0.8599999999999994, 0.9000000000000057, 0.8699999999999974, 0.8699999999999974, 0.04999999999999716, 0.8699999999999974, 0.9100000000000037, 0.03999999999999915, 0.8699999999999974, 0.13999999999999346, 0.09999999999999432, 0.25, 0.8800000000000097, 0.8600000000000136, 0.0800000000000125, 0.09000000000000341]"
0,409,"['strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.08000000000000007, 0.8899999999999997, 0.8699999999999992, 0.8599999999999994, 0.8600000000000012, 0.09999999999999787, 0.07000000000000028, 0.14000000000000057, 0.879999999999999, 0.8599999999999994, 0.8800000000000026, 0.09000000000000341, 0.05999999999999517, 0.8900000000000006, 0.8599999999999994, 0.8699999999999974, 0.12999999999999545, 0.8799999999999955, 0.15000000000000568, 0.06999999999999318, 0.8900000000000006, 0.8900000000000006, 0.12000000000000455, 0.9000000000000057]"
0,410,"['medium-p', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.040000000000000036, 0.040000000000000036, 0.8500000000000005, 0.8800000000000008, 0.9100000000000001, 0.14000000000000057, 0.19000000000000128, 0.9000000000000021, 0.10999999999999943, 0.08999999999999986, 0.14000000000000057, 0.8699999999999974, 0.10000000000000142, 0.14999999999999858, 0.1700000000000017, 0.8900000000000006, 0.14999999999999858, 0.9100000000000037, 0.04806451612903225, 0.9099999999999966, 0.1700000000000017, 0.8900000000000006, 0.21999999999999886, 0.8900000000000006, 0.15000000000000568]"
0,411,"['medium-p', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.06000000000000005, 0.8900000000000001, 0.04999999999999982, 0.8800000000000008, 0.049999999999998934, 0.08000000000000007, 0.11000000000000121, 0.8900000000000006, 0.9100000000000001, 0.16000000000000014, 0.8900000000000006, 0.8599999999999994, 0.8900000000000006, 0.8799999999999955]"
0,412,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.9100000000000001, 0.16000000000000014, 0.11000000000000121, 0.1800000000000015, 0.8900000000000006, 0.0600000000000005, 0.13000000000000256, 0.8999999999999986, 0.889999999999997, 0.9099999999999966, 0.1599999999999966, 0.8900000000000006, 0.1700000000000017, 0.8800000000000026, 0.8999999999999986, 0.10999999999999943, 0.10000000000000142, 0.8999999999999986, 0.12999999999999545, 0.8599999999999994, 0.18999999999999773]"
0,413,"['x-strong', 'weak', 'medium-p', 'strong', 'x-strong', 'weak', 'medium-p', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'weak', 'weak', 'medium-p', 'x-strong', 'strong']","[0.8700000000000001, 0.05000000000000071, 0.14000000000000057, 0.17999999999999972, 0.8699999999999992, 0.05999999999999872, 0.14000000000000057, 0.870000000000001, 0.13999999999999702, 0.19000000000000128, 0.870000000000001, 0.15000000000000213, 0.1600000000000037, 0.9099999999999966, 0.15000000000000568, 0.14000000000000057, 0.8799999999999955, 0.10999999999999943, 0.9099999999999966, 0.14999999999999858, 0.8799999999999955, 0.060000000000002274, 0.07000000000000028, 0.10999999999999943, 0.8500000000000014, 0.15000000000000568]"
0,414,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.18000000000000016, 0.8799999999999999, 0.10999999999999943, 0.8800000000000008, 0.120000000000001, 0.8999999999999986, 0.060000000000002274, 0.8900000000000006, 0.8900000000000006, 0.14000000000000057, 0.8800000000000026, 0.8799999999999955, 0.8900000000000006]"
0,415,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-weak', 'medium-p', 'x-strong', 'x-strong', 'weak', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'medium-p', 'x-strong', 'medium-p', 'medium-p']","[0.8700000000000001, 0.16000000000000014, 0.8600000000000012, 0.08999999999999986, 0.8900000000000006, 0.05000000000000071, 0.8499999999999979, 0.879999999999999, 0.060000000000002274, 0.870000000000001, 0.08999999999999986, 0.8999999999999986, 0.05000000000000426, 0.8900000000000006, 0.00999999999999801, 0.07000000000000028, 0.9099999999999966, 0.9299999999999997, 0.03999999999999915, 0.8699999999999974, 0.14000000000000057, 0.8500000000000014, 0.0899999999999963, 0.8999999999999986, 0.060000000000002274, 0.8599999999999994, 0.11999999999999744, 0.8699999999999903, 0.0799999999999983, 0.9100000000000108, 0.12000000000000455, 0.0799999999999983, 0.9200000000000017, 0.04999999999999716, 0.0799999999999983]"
0,416,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong']","[0.8599999999999999, 0.8600000000000003, 0.11000000000000121, 0.11999999999999922, 0.9000000000000004, 0.14999999999999858, 0.8900000000000006, 0.07000000000000028, 0.120000000000001, 0.8800000000000026, 0.8900000000000006, 0.09999999999999787, 0.8799999999999955, 0.8999999999999986, 0.0800000000000054, 0.8999999999999986, 0.8900000000000006, 0.8699999999999974, 0.1600000000000037, 0.09000000000000341, 0.14000000000000057, 0.9099999999999966, 0.09000000000000341, 0.9100000000000037, 0.1600000000000108, 0.1700000000000017, 0.8900000000000006, 0.04000000000000625, 0.8599999999999994, 0.8799999999999955, 0.12000000000000455]"
0,417,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.8700000000000001, 0.8799999999999999, 0.870000000000001, 0.870000000000001, 0.129999999999999, 0.870000000000001, 0.879999999999999, 0.10000000000000142, 0.8500000000000014, 0.10999999999999943, 0.8499999999999943, 0.8800000000000026, 0.7999999999999972, 0.8599999999999994, 0.8600000000000065]"
0,418,"['x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'weak', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'weak', 'x-strong']","[0.8699999999999997, 0.879999999999999, 0.08000000000000007, 0.870000000000001, 0.9000000000000021, 0.0799999999999983, 0.10999999999999943, 0.879999999999999, 0.13000000000000256, 0.129999999999999, 0.029999999999997584, 0.060000000000002274, 0.8599999999999994, 0.8599999999999994, 0.9199999999999946, 0.060000000000002274, 0.8699999999999974, 0.14999999999999858, 0.05999999999999517, 0.05999999999999517, 0.9199999999999946, 0.030000000000001137, 0.8799999999999955]"
0,419,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'weak']","[0.15000000000000036, 0.8700000000000001, 0.1999999999999993, 0.8900000000000006, 0.879999999999999, 0.07000000000000028, 0.1700000000000017, 0.8599999999999994, 0.8999999999999986, 0.12999999999999545, 0.8699999999999974, 0.04999999999999716, 0.9200000000000017, 0.030000000000001137]"
0,420,"['x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong']","[0.9199999999999999, 0.17000000000000082, 0.8800000000000008, 0.870000000000001, 0.07000000000000028, 0.07000000000000028, 0.8900000000000006, 0.05999999999999872, 0.129999999999999, 0.8800000000000026, 0.0799999999999983]"
0,421,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong']","[0.8499999999999996, 0.8800000000000008, 0.08999999999999986, 0.09999999999999964, 0.8800000000000008, 0.19000000000000128, 0.9100000000000001, 0.9000000000000021, 0.870000000000001, 0.8900000000000006, 0.8999999999999986, 0.8699999999999974, 0.9100000000000037, 0.11000000000000654, 0.8800000000000026, 0.9000000000000057, 0.29999999999999716, 1.1199999999999903, 0.04999999999999716, 0.15000000000000568]"
0,422,"['strong', 'x-strong', 'strong', 'strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'weak', 'x-strong', 'weak', 'x-strong']","[0.8699999999999999, 0.8899999999999997, 0.13000000000000078, 0.870000000000001, 0.08000000000000007, 0.08999999999999986, 0.10999999999999943, 0.889999999999997, 0.07000000000000028, 0.889999999999997, 0.060000000000002274, 0.9100000000000001, 0.14000000000000057, 0.10999999999999943, 0.8799999999999955, 0.9100000000000037, 0.07000000000000028, 0.07000000000000028, 0.8800000000000026, 0.9200000000000017, 0.05999999999999517, 0.8900000000000006, 0.05999999999999517, 0.8800000000000026]"
0,423,"['strong', 'x-strong', 'x-strong', 'weak', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'weak', 'strong', 'medium-p', 'medium-p', 'strong', 'strong', 'strong', 'x-strong']","[0.1399999999999999, 0.8799999999999999, 0.879999999999999, 0.05000000000000071, 0.08000000000000007, 0.9100000000000001, 0.879999999999999, 0.14999999999999858, 0.1700000000000017, 0.8800000000000026, 0.8999999999999986, 0.04999999999999716, 0.8699999999999974, 0.0899999999999963, 0.10999999999999943, 0.8599999999999994, 0.13000000000000256, 0.14000000000000057, 0.8800000000000026]"
0,424,"['medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'strong', 'x-strong']","[0.11999999999999966, 0.8899999999999997, 0.15000000000000036, 1.129999999999999, 0.15000000000000036, 1.1000000000000014, 0.2699999999999996, 0.870000000000001, 0.129999999999999, 0.0799999999999983, 0.9200000000000017, 0.14999999999999858, 0.8699999999999974]"
0,425,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong']","[0.8800000000000003, 0.16999999999999993, 0.879999999999999, 0.10000000000000142, 0.8800000000000026, 0.09000000000000341, 0.05999999999999872, 0.10999999999999943, 0.9100000000000001]"
