,filename,discrete_pauses,actual_pauses
0,1130,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong']","[0.8999999999999999, 0.07000000000000028, 0.8900000000000006, 0.14999999999999858, 0.9199999999999982, 0.8500000000000014, 1.1499999999999986, 0.12999999999999545, 0.8800000000000026, 1.1099999999999994, 0.9200000000000017, 0.9299999999999997, 0.03999999999999915, 0.8899999999999935, 0.8400000000000034, 0.15000000000000568]"
0,1131,"['medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p']","[0.08000000000000007, 0.8699999999999997, 0.8799999999999999, 0.15000000000000036, 0.16999999999999993, 0.10999999999999943, 0.870000000000001, 0.8999999999999986, 0.08999999999999986]"
0,1132,"['medium-p', 'weak', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong']","[0.040000000000000036, 0.029999999999999805, 0.8700000000000001, 0.9000000000000004, 0.040000000000000924, 0.08000000000000007, 0.8900000000000006, 0.10999999999999943, 0.08999999999999986, 0.9100000000000001, 0.9100000000000001, 0.07000000000000028, 0.0799999999999983, 0.9199999999999946, 0.14999999999999858]"
0,1133,"['strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'medium-p', 'x-strong']","[0.8600000000000003, 0.8600000000000003, 0.05999999999999961, 0.8699999999999992, 0.8800000000000008, 0.15000000000000213, 0.8900000000000006, 0.07000000000000028, 0.879999999999999, 0.14000000000000057, 0.8599999999999994, 0.08999999999999986, 0.8999999999999986]"
0,1134,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'x-strong']","[0.8699999999999999, 0.8899999999999997, 0.10000000000000053, 0.879999999999999, 0.10999999999999943, 0.8599999999999994, 0.14999999999999858, 0.8900000000000006, 0.129999999999999, 0.9299999999999997, 0.05999999999999517, 0.22999999999999687, 0.12000000000000455, 0.11999999999999744, 0.8700000000000045, 0.8699999999999974]"
0,1135,"['x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.8899999999999999, 0.9100000000000001, 0.08999999999999986, 0.879999999999999, 0.8900000000000006, 0.8999999999999986, 0.07000000000000028, 0.129999999999999, 0.879999999999999, 0.08999999999999986, 0.9200000000000017, 0.0799999999999983, 0.1700000000000017, 0.8900000000000006, 0.9000000000000057, 0.9099999999999966, 0.8599999999999994, 0.1600000000000037, 0.9200000000000017, 0.05000000000001137, 0.9000000000000057, 0.13000000000000966, 0.8900000000000006, 0.8999999999999915, 0.9000000000000057]"
0,1136,"['x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.8699999999999999, 0.8699999999999992, 0.8899999999999988, 0.03999999999999915, 0.08999999999999986, 0.8800000000000008, 0.879999999999999, 0.07000000000000028, 0.8999999999999986, 0.8800000000000026, 0.1700000000000017, 0.9100000000000037, 0.8699999999999974, 0.9199999999999946, 0.07000000000000028, 0.9399999999999977, 0.8900000000000006, 0.8800000000000097, 0.1700000000000017, 0.9200000000000017]"
0,1137,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'x-weak', 'x-strong', 'strong']","[0.16999999999999993, 0.8799999999999999, 0.16000000000000014, 0.9000000000000004, 0.10999999999999943, 0.879999999999999, 0.05999999999999872, 0.8900000000000006, 0.05999999999999872, 0.870000000000001, 0.870000000000001, 0.8700000000000045, 0.9099999999999966, 0.020000000000003126, 0.8799999999999955, 0.8699999999999974]"
0,1138,"['x-strong', 'medium-p', 'strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'weak', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'weak', 'medium-p', 'x-strong', 'strong']","[0.8799999999999999, 0.08000000000000007, 0.14000000000000057, 0.8600000000000003, 0.1399999999999988, 0.8599999999999994, 0.120000000000001, 0.11999999999999744, 0.8900000000000006, 0.05000000000000071, 0.11000000000000298, 0.889999999999997, 0.060000000000002274, 0.8900000000000006, 0.8800000000000026, 0.8900000000000006, 0.8700000000000045, 0.12999999999999545, 0.1599999999999966, 0.8799999999999955, 0.10000000000000142, 0.8699999999999974, 0.8999999999999986, 0.03999999999999915, 0.09000000000000341, 0.8900000000000006, 0.1700000000000017]"
0,1139,"['x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'weak', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p']","[0.8900000000000001, 0.08000000000000007, 0.8800000000000008, 0.9100000000000001, 0.060000000000002274, 0.8900000000000006, 0.03999999999999915, 0.10000000000000142, 0.879999999999999, 0.8999999999999986, 0.07000000000000028, 0.8800000000000026, 0.0697058823529412]"
0,1140,"['x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.8900000000000001, 0.8599999999999994, 0.08999999999999986, 0.8999999999999986, 0.8800000000000026, 0.05999999999999872, 0.05999999999999872, 0.8599999999999994, 0.8599999999999994, 0.09999999999999432]"
0,1141,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.9200000000000008, 0.129999999999999, 0.8600000000000012, 0.08000000000000007, 0.8699999999999992, 0.8599999999999994, 0.07000000000000028, 0.16000000000000014, 0.870000000000001, 0.17999999999999972, 0.8800000000000026, 0.15000000000000568, 0.18999999999999773]"
0,1142,"['strong', 'medium-p', 'medium-p', 'strong', 'strong', 'x-strong', 'weak', 'medium-p', 'strong', 'weak', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p']","[0.8799999999999999, 0.08000000000000007, 0.07000000000000028, 0.15000000000000036, 0.8600000000000012, 0.9000000000000004, 0.0600000000000005, 0.09999999999999787, 0.8800000000000026, 0.05999999999999872, 0.8900000000000006, 0.9100000000000001, 0.0799999999999983, 0.8900000000000006, 0.8800000000000026, 0.14000000000000057, 0.8900000000000006, 0.1700000000000017, 0.8900000000000006, 0.8700000000000045, 0.14999999999999858, 0.8900000000000006, 0.0899999999999963]"
0,1143,"['x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8899999999999997, 0.10999999999999943, 0.8800000000000008, 0.21000000000000085, 0.8900000000000006, 0.16000000000000014, 0.9299999999999997, 0.04999999999999716, 0.8700000000000045]"
0,1144,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'medium-p', 'strong']","[0.8700000000000006, 0.8800000000000008, 0.870000000000001, 0.379999999999999, 0.9100000000000001, 0.8999999999999986, 0.8900000000000006, 0.08999999999999986, 0.9299999999999997, 0.9099999999999966, 1.1300000000000026, 0.8599999999999994, 0.8900000000000006, 0.9099999999999966, 0.9100000000000037, 0.30000000000000426, 0.9200000000000017, 1.1300000000000026, 0.9300000000000068, 0.060000000000002274, 0.8799999999999955, 0.030000000000001137, 0.060000000000002274, 0.8599999999999994]"
0,1145,"['strong', 'medium-p', 'x-strong', 'weak', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'weak', 'x-strong', 'medium-p']","[0.8599999999999999, 0.10999999999999943, 0.879999999999999, 0.040000000000000924, 0.870000000000001, 0.22000000000000064, 0.870000000000001, 0.8999999999999986, 0.07000000000000028, 0.08000000000000185, 0.870000000000001, 0.060000000000002274, 0.8900000000000006, 0.8699999999999974, 0.8599999999999994, 0.8599999999999994, 0.3500000000000014, 0.8700000000000045, 0.8900000000000006, 0.9200000000000017, 0.8900000000000006, 0.0799999999999983, 0.8599999999999994, 0.030000000000001137, 0.9099999999999966, 0.060000000000002274]"
0,1146,"['strong', 'strong', 'x-strong', 'medium-p', 'weak', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p']","[0.8500000000000001, 0.09999999999999964, 0.9000000000000012, 0.05000000000000071, 0.040000000000000924, 0.879999999999999, 0.08999999999999986, 0.11000000000000121, 0.9299999999999997, 0.8900000000000006, 0.870000000000001, 0.13999999999999702, 0.8999999999999986, 0.9100000000000037, 0.05999999999999517]"
0,1147,"['x-strong', 'strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p']","[0.8700000000000001, 0.08999999999999986, 0.8600000000000012, 0.06999999999999851, 0.8899999999999988, 0.8800000000000026, 0.8900000000000006, 0.8999999999999986, 0.860000000000003, 0.09000000000000341, 0.13999999999999346, 0.8700000000000045, 0.07000000000000028]"
0,1148,"['medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'medium-p']","[0.10000000000000009, 0.8599999999999994, 0.9000000000000004, 0.16000000000000014, 0.8900000000000006, 0.129999999999999, 0.129999999999999, 0.8999999999999986, 0.9299999999999997, 0.08000000000000185, 0.14000000000000057, 0.8800000000000026, 0.8599999999999994, 0.8999999999999986, 0.8800000000000026, 0.05999999999999517, 0.8900000000000006, 0.05999999999999517]"
0,1149,"['strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'weak', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong']","[0.1200000000000001, 0.8499999999999996, 0.08000000000000007, 0.9100000000000001, 0.8900000000000006, 0.870000000000001, 0.08999999999999986, 0.9100000000000001, 0.879999999999999, 0.870000000000001, 0.0799999999999983, 0.8999999999999986, 0.030000000000001137, 0.0899999999999963, 0.9000000000000057, 0.9200000000000017, 0.05000000000000426, 0.8599999999999994, 0.9099999999999966]"
0,1150,"['x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong']","[0.8699999999999997, 0.05999999999999961, 0.08000000000000007, 0.8900000000000006, 0.08000000000000007, 0.8800000000000008, 0.10999999999999943, 0.16999999999999815, 0.8500000000000014, 0.05000000000000071, 0.879999999999999, 0.08000000000000185, 0.0799999999999983, 0.8900000000000006, 0.8699999999999974, 0.8900000000000006, 0.9200000000000017, 0.9099999999999966, 0.060000000000002274, 0.14000000000000057, 0.9399999999999977, 0.04999999999999716, 0.8999999999999986]"
0,1151,"['x-strong', 'strong', 'weak', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong']","[0.8700000000000006, 0.1200000000000001, 0.030000000000001137, 0.11000000000000121, 0.8699999999999992, 0.17999999999999972, 0.8800000000000026, 0.8900000000000006, 0.879999999999999, 0.1699999999999946, 0.9100000000000037, 0.03999999999999915, 0.09999999999999432]"
0,1152,"['strong', 'medium-p', 'medium-p', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'weak', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong']","[0.8599999999999999, 0.08000000000000007, 0.08000000000000007, 0.08000000000000007, 0.8499999999999996, 0.9000000000000004, 0.8800000000000008, 0.8800000000000026, 0.8699999999999974, 0.0400000000000027, 0.879999999999999, 0.120000000000001, 0.10999999999999943, 0.8699999999999974, 0.10999999999999943, 0.8900000000000006, 0.8800000000000026, 0.8699999999999974, 0.8900000000000006, 0.8599999999999994, 0.0799999999999983, 0.9000000000000057]"
0,1153,"['strong', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'weak', 'x-strong']","[0.18999999999999995, 0.8700000000000001, 0.1899999999999995, 0.9000000000000004, 0.09999999999999964, 0.11999999999999744, 0.870000000000001, 0.870000000000001, 0.8599999999999994, 0.870000000000001, 0.8900000000000041, 0.8599999999999994, 0.8900000000000006, 0.14999999999999858, 0.8999999999999986, 0.9299999999999997, 0.030000000000001137, 0.8900000000000006]"
0,1154,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'weak', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.18999999999999995, 0.9000000000000004, 0.16000000000000014, 0.8800000000000008, 0.8900000000000006, 0.879999999999999, 0.10000000000000142, 0.8599999999999994, 0.05999999999999517, 0.060000000000002274, 0.9000000000000057, 0.9500000000000028, 0.8900000000000006, 0.07000000000000028, 0.8900000000000006, 0.030000000000001137, 0.060000000000002274, 0.8700000000000045, 0.8999999999999986, 0.8900000000000006, 0.8699999999999974, 0.8599999999999994]"
0,1155,"['strong', 'x-strong', 'x-strong', 'strong', 'weak', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.8800000000000001, 0.9000000000000004, 0.9000000000000004, 0.10000000000000142, 0.010000000000001563, 0.08000000000000185, 0.9000000000000021, 0.17999999999999972, 0.9000000000000021, 0.8899999999999935, 0.9100000000000037, 0.9200000000000017, 0.04999999999999716, 0.8800000000000026, 0.1700000000000017, 0.9099999999999966, 0.9099999999999966, 0.060000000000002274, 0.9000000000000057, 0.8900000000000006]"
0,1156,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.8900000000000001, 0.14999999999999947, 0.8599999999999994, 0.16999999999999993, 0.8800000000000026, 0.04999999999999716, 0.9000000000000021, 0.8900000000000006, 0.879999999999999, 0.8799999999999955, 0.060000000000002274, 0.1600000000000037, 1.1400000000000006, 0.8900000000000006, 0.07000000000000028, 0.8900000000000006, 0.12000000000000455, 0.8999999999999986, 0.9000000000000057, 0.1600000000000108, 0.8900000000000006, 0.8599999999999994]"
0,1157,"['x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'x-strong', 'weak']","[0.8500000000000001, 0.0699999999999994, 0.1299999999999999, 0.11000000000000121, 0.8699999999999992, 0.1899999999999995, 0.879999999999999, 0.07000000000000028, 0.05999999999999872, 0.0799999999999983, 0.8900000000000006, 0.9400000000000013, 0.029999999999997584]"
0,1158,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.9199999999999999, 0.11999999999999922, 0.8599999999999994, 0.08999999999999986, 0.879999999999999, 0.05999999999999872, 0.8900000000000006, 0.05000000000000071, 0.8999999999999986, 0.08000000000000185, 0.060000000000002274, 0.14000000000000057, 0.9200000000000017, 0.05000000000000426, 0.8800000000000026, 0.05999999999999517, 0.20000000000000284, 0.8800000000000026, 0.8800000000000026, 0.8900000000000006, 0.10999999999999943, 0.060000000000002274, 0.8999999999999915, 0.14000000000000057, 0.09999999999999432]"
0,1159,"['medium-p', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.08000000000000007, 0.07999999999999963, 0.8799999999999999, 0.1200000000000001, 0.08999999999999986, 0.8900000000000006, 0.0600000000000005, 0.8899999999999988, 0.14000000000000057, 0.120000000000001, 0.8500000000000014, 0.9100000000000001, 0.8700000000000045]"
0,1160,"['x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong']","[0.8899999999999997, 0.08999999999999986, 0.8699999999999992, 0.8900000000000006, 0.05000000000000071, 1.2199999999999989, 0.1700000000000017, 0.8900000000000006, 0.08000000000000185, 0.05999999999999872, 1.1300000000000026, 0.8900000000000006, 0.8899999999999935, 0.9099999999999966, 0.29999999999999716, 0.8800000000000026, 0.030000000000001137, 0.14000000000000057, 0.9100000000000037, 0.10999999999999943, 0.0899999999999963]"
0,1161,"['x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'weak', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong']","[0.8900000000000006, 0.10999999999999943, 0.9000000000000004, 0.0600000000000005, 0.19000000000000128, 0.8900000000000006, 0.03999999999999915, 0.870000000000001, 0.8900000000000006, 0.9099999999999966, 0.8999999999999986, 0.1700000000000017, 0.8800000000000026, 0.8699999999999974, 0.8599999999999994, 0.8699999999999974, 0.11999999999999744, 0.8599999999999994]"
0,1162,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.16999999999999993, 0.8600000000000003, 0.8500000000000014, 0.8600000000000012, 0.8800000000000026, 0.11000000000000298, 0.11999999999999744, 0.8900000000000006, 0.10999999999999943, 0.20000000000000284, 0.8999999999999986, 0.8699999999999974, 0.8999999999999986, 0.10999999999999943, 0.14000000000000057, 0.8900000000000006, 0.8999999999999915, 0.1599999999999966, 0.8900000000000006, 0.14000000000000057]"
0,1163,"['x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'medium-p']","[0.8999999999999999, 0.8899999999999988, 0.11000000000000121, 0.129999999999999, 0.9100000000000001, 0.08999999999999986, 0.9299999999999997, 0.04999999999999716, 0.11000000000000298, 0.879999999999999, 0.0799999999999983, 0.13000000000000256, 0.8699999999999974, 0.8700000000000045, 0.10999999999999943, 0.14999999999999858, 0.1599999999999966, 0.8999999999999986, 0.20000000000000284, 0.9000000000000057, 0.05999999999999517, 0.9200000000000017, 0.8799999999999955, 0.12000000000000455, 0.8900000000000006, 0.07000000000000739, 0.8799999999999955, 0.13000000000000966, 0.10000000000000853, 0.07000000000000739]"
0,1164,"['strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-weak', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p']","[0.15000000000000036, 0.1299999999999999, 0.879999999999999, 0.8800000000000008, 0.0600000000000005, 0.10000000000000142, 0.8600000000000012, 0.05999999999999872, 0.00999999999999801, 0.1700000000000017, 0.10000000000000142, 0.8900000000000006, 0.07000000000000028, 0.13000000000000256, 0.1699999999999946, 0.8999999999999986, 0.1700000000000017, 0.9200000000000017, 0.060000000000002274, 0.8700000000000045, 0.25, 0.8799999999999955, 0.09000000000000341, 0.8900000000000006, 0.060000000000002274, 0.10000000000000853, 0.0799999999999983, 0.9399999999999977, 0.04000000000000625]"
0,1165,"['x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.9000000000000004, 0.23000000000000043, 0.9100000000000001, 0.15000000000000213, 0.120000000000001, 0.14999999999999858, 0.9100000000000001, 0.8700000000000045, 0.1700000000000017]"
0,1166,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.8699999999999999, 0.10000000000000053, 0.08999999999999986, 0.07999999999999918, 0.8799999999999999, 0.879999999999999, 0.879999999999999, 0.8900000000000006, 0.8499999999999979, 0.8999999999999986, 0.8699999999999974, 0.09999999999999432, 0.1599999999999966, 0.8899999999999935, 0.8800000000000026, 0.9100000000000037]"
0,1167,"['strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'weak', 'x-strong']","[0.1200000000000001, 0.8700000000000001, 0.1200000000000001, 0.8999999999999986, 0.08000000000000007, 0.8500000000000014, 0.129999999999999, 0.16000000000000014, 0.9000000000000021, 0.07000000000000028, 0.9100000000000001, 0.0799999999999983, 0.9299999999999997, 0.05000000000000426, 0.8999999999999986]"
0,1168,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8799999999999999, 0.879999999999999, 0.879999999999999, 0.8999999999999986, 0.21999999999999886, 0.8900000000000006, 0.10999999999999943, 0.14999999999999858, 0.8800000000000026, 0.14000000000000057, 0.8699999999999974]"
0,1169,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong']","[0.8699999999999999, 0.8900000000000006, 0.10999999999999943, 0.8899999999999988, 0.08999999999999986, 0.8999999999999986, 0.16000000000000014, 0.07000000000000028, 0.13000000000000256, 0.879999999999999, 0.10999999999999943, 0.8900000000000006, 0.03999999999999915, 0.8800000000000026, 0.8500000000000014, 0.9299999999999997, 0.04999999999999716, 0.8999999999999986, 0.1699999999999946, 0.060000000000002274, 0.9099999999999966]"
0,1170,"['x-strong', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.8900000000000001, 0.0699999999999994, 0.05999999999999961, 0.8699999999999992, 0.11000000000000121, 0.9100000000000001, 0.08999999999999986, 0.14000000000000057, 0.870000000000001, 0.1700000000000017, 0.129999999999999, 0.870000000000001, 0.03999999999999915, 0.1599999999999966, 0.9200000000000017, 0.13000000000000256, 0.8599999999999994, 0.07000000000000028]"
0,1171,"['x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.8900000000000001, 0.05999999999999961, 0.8600000000000003, 0.8999999999999986, 0.09999999999999787, 0.07000000000000028, 0.11999999999999744, 0.9000000000000021, 0.10000000000000142, 0.11999999999999744, 0.8900000000000006, 0.05000000000000426, 0.14000000000000057, 0.8900000000000006, 0.8999999999999986, 0.9100000000000037, 0.11999999999999744]"
0,1172,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong']","[0.8799999999999999, 0.10000000000000053, 0.870000000000001, 0.1999999999999993, 0.8800000000000008, 0.870000000000001, 0.07000000000000028, 0.06999999999999673, 0.08000000000000185, 0.8900000000000006, 0.14000000000000057, 0.9000000000000057, 0.09000000000000341, 0.8500000000000014, 0.060000000000002274, 0.12999999999999545, 0.8999999999999986, 0.9199999999999946, 0.04999999999999716, 0.8800000000000026, 0.8999999999999986, 0.060000000000002274, 0.8700000000000045, 0.09000000000000341, 0.07000000000000739, 0.06999999999999318, 0.13000000000000966, 0.9200000000000017]"
0,1173,"['strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.16000000000000014, 0.8899999999999997, 0.8999999999999986, 0.879999999999999, 0.9100000000000001, 0.18999999999999773, 0.8900000000000006, 0.9000000000000057, 0.05000000000000426, 0.10000000000000142, 0.8800000000000026, 0.05999999999999517, 0.8699999999999974, 0.8799999999999955, 0.10000000000000142, 0.8900000000000006, 0.1600000000000037, 0.8599999999999994, 0.8499999999999943, 0.9099999999999966, 0.1599999999999966]"
0,1174,"['x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8799999999999999, 0.10999999999999943, 0.8600000000000012, 0.08999999999999986, 0.05000000000000071, 0.06999999999999673, 0.879999999999999, 0.17999999999999972, 0.14000000000000057, 0.10999999999999943, 0.14000000000000057, 0.879999999999999, 0.8900000000000006, 0.12000000000000455, 0.8699999999999974, 0.14000000000000057, 0.240000000000002, 0.9499999999999957, 0.07000000000000028, 0.11999999999999744, 0.8999999999999915, 0.060000000000002274, 0.15000000000000568]"
